"id" "count" "brand" "price.max" "price.min" "urls" "colors" "name" "Onlinemerchant" "price.avg_USD" "weight_KG" "date_trend"
"531" "AVpfQj2yilAPnD_xYS6f" 1 "Others" 56.5458 56.5458 "https://images-na.ssl-images-amazon.com/images/I/41%2BTRpW%2B5OL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Rlbn-cZrL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41aY4zQTv1L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/411CCj5DbGL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41xmfGaf%2BfL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41aY4zQTv1L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41aY4zQTv1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41OiunUlbvL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41%2BTRpW%2B5OL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41OiunUlbvL._SS40_.jpg, http://ecx.images-amazon.com/images/I/411CCj5DbGL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41aY4zQTv1L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Rlbn-cZrL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41xmfGaf%2BfL._SS40_.jpg" "Red" "Yu&yu Women's Shoes Round Toe Flat Heel Canvas Fashion Sneakers Shoes More Colors Available" "Amazon.ca" 57 0.499 37.0000000000018
"532" "AVpfQka41cnluZ0-hRwb" 1 "Others" 26.9151 26.9151 "http://ecx.images-amazon.com/images/I/41mbuWL5x6L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41iSqL8fDfL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41iSqL8fDfL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41iSqL8fDfL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/411v8s7pRUL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/411v8s7pRUL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41iSqL8fDfL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41mbuWL5x6L._SS40_.jpg" "Blue" "Yu&yu Women's Shoes Pvc Flat Heel Comfort Open Toe Slippers Casual Blue/pink" "Amazon.ca" 27 0.499 37.0000000000018
"533" "AVpfqLLJLJeJML43BVI9" 1 "Others" 204.7066 204.7066 "https://images-na.ssl-images-amazon.com/images/I/31f6ZAMhyxL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31f6ZAMhyxL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31KWUZcOBkL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31nFdPSC4sL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31YCL2N7wXL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31nFdPSC4sL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31f6ZAMhyxL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31KWUZcOBkL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uFLjG2apL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31PYaisb4wL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uFLjG2apL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31YCL2N7wXL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31f6ZAMhyxL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31PYaisb4wL._SS40_.jpg" "Red" "Yu&yu Women's Shoes Round Toe Wedge Heel Leather Loafers Shoes More Colors Available" "Amazon.ca" 205 0.499 37.0000000000018
"534" "AVpfqoBRilAPnD_xgAtF" 2 "DEARFOAMS" 19.975 19.975 "http://i5.walmartimages.com/dfw/dce07b8c-2cf1/k2-_84123566-db3c-4fa4-9742-9fd0930bd2d2.v1.jpg" "Other" "Dearfoams Size Large Womens Velour Ballerina Slippers, Peacock Blue" "BeltOutlet - Walmart.com" 20 0.27 34.0000000000018
"535" "AVpfqOIpilAPnD_xf411" 1 "Others" 52.0271 52.0271 "http://ecx.images-amazon.com/images/I/31TZSjIRerL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31O4DQTXTfL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31O4DQTXTfL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/3148hsWR8PL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31X%2BQ5sQTIL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31ICzK1-M4L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/313J4T4NYFL._SS40_.jpg, http://ecx.images-amazon.com/images/I/313J4T4NYFL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ICzK1-M4L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31X%2BQ5sQTIL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ICzK1-M4L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31TZSjIRerL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31ICzK1-M4L._SS40_.jpg, http://ecx.images-amazon.com/images/I/3148hsWR8PL._SS40_.jpg" "Pink" "Yu&yu Leatherette Women's Flat Heel Comfort Oxfords Shoes (more Colors)" "Amazon.ca" 52 0.499 37.0000000000018
"536" "AVpfqq3j1cnluZ0-pBg4" 1 "Others" 112.5806 112.5806 "https://images-na.ssl-images-amazon.com/images/I/41Rjm6wygtL._SS40_.jpg, http://ecx.images-amazon.com/images/I/310wgIAuRsL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/411sLesl1SL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Bp9hVkPTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Bp9hVkPTL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Rjm6wygtL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41DE5rufPAL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41nPp5WjPpL._SS40_.jpg, http://ecx.images-amazon.com/images/I/411sLesl1SL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41nPp5WjPpL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41DE5rufPAL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Bp9hVkPTL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/310wgIAuRsL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Bp9hVkPTL._SS40_.jpg" "Red" "Yu&yu Women's Shoes Bluefish Comfort Flat Heel Canvas Fashion Sneakers With Star Pattem Shoes More Colors Available" "Amazon.ca" 113 0.499 37.0000000000018
"537" "AVpfQQq11cnluZ0-hLOL" 3 "HELLE COMFORT" 101.326666666667 101.326666666667 "http://i5.walmartimages.com/dfw/dce07b8c-9f51/k2-_1201bbd1-701c-4c0b-a9a5-00fd8a7235c4.v1.jpg, https://i5.walmartimages.com/asr/3d2017d3-14d8-48e5-a965-299001f2c82f_1.c91a622edf19e3a0cc6644b40ca7de16.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF" "Brown" "Helle Comfort Womens Lidia Slip-on Mary Jane Flat Shoe" "Virtual Exchanges Inc - Walmart.com" 101 0.9 25.0000000000018
"538" "AVpfqqquilAPnD_xgBii" 2 "Others" 38.6754 38.6754 "http://ecx.images-amazon.com/images/I/318rPmlZsrL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/318rPmlZsrL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31d6OisfYHL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31r6gUIUlRL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31GmOFduK6L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31N0%2BUQMzxL._SS40_.jpg" "Other" "Pearl Faux Suede Stiletto High Heel Nude Court Shoes" "ShuWish UK - Ships from UK in 5 - 10 Days" 39 0.998 34.0000000000018
"539" "AVpfqSo8ilAPnD_xf6IM" 1 "Others" 63.3348 63.3348 "https://images-na.ssl-images-amazon.com/images/I/41WO4j8ceaL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41WO4j8ceaL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31%2BWDH4LwpL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31Fan9yMvNL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31ry8PIl9vL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31Fan9yMvNL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31Fan9yMvNL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ry8PIl9vL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31l7WdcwkDL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41l4WwrvCqL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31%2BWDH4LwpL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41l4WwrvCqL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31Fan9yMvNL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31l7WdcwkDL._SS40_.jpg" "Blue" "Yu&yu Women's Shoes Round Toe Flat Heel Oxfords Shoes More Colors Available" "Amazon.ca" 63 0.499 37.0000000000018
"540" "AVpfQt2bilAPnD_xYWPC" 4 "DR. SCHOLL'S" 25.71 24.4675 "https://i5.walmartimages.com/asr/602391c8-e6dc-480e-ba7a-c886c2540a64_1.5aa96559b15e296794000d9247303497.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF, http://i5.walmartimages.com/dfw/dce07b8c-9cf2/k2-_40a3b088-c6c4-45b4-87f5-01752864a64e.v1.jpg, http://i5.walmartimages.com/dfw/dce07b8c-2456/k2-_3bc94743-4cae-4cc6-b492-e665e9b738f0.v1.jpg, http://ll-us-i5.wal.co/dfw/dce07b8c-29a0/k2-_c17dac1b-cfa9-4f5f-b27a-21c56a7e9790.v2.jpg-a03cc1d289dc800fe49ed0615954cf39fcd2278d-optim-450x450.jpg" "Black" "Dr. Scholl's Women's Marci Gel-Pac Zippered Loafers, Wide Width" "Walmart.com" 25 0.45 36
"541" "AVpfqU1ALJeJML43BX9v" 1 "Others" 38.4491 38.4491 "https://images-na.ssl-images-amazon.com/images/I/41jFcTvvp6L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41ykobTOnSL._SS40_.jpg, http://ecx.images-amazon.com/images/I/413zQO0LPSL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ykobTOnSL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/413zQO0LPSL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41V-vRq9zzL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41jFcTvvp6L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41V-vRq9zzL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/413zQO0LPSL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/413zQO0LPSL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/410P6XhSnOL._SS40_.jpg, http://ecx.images-amazon.com/images/I/410P6XhSnOL._SS40_.jpg" "Blue" "Yu&yu Women's Shoes Leatherette Flat Heel Round Toe Loafers Casual Black/blue/pink/white" "Amazon.ca" 38 0.499 37.0000000000018
"542" "AVpfQu4GilAPnD_xYWkB" 1 "Others" 58.0058 58.0058 "http://ecx.images-amazon.com/images/I/31ASkFydnjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ASkFydnjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31n%2BBjHUkXL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41sA3IeEoUL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31n%2BBjHUkXL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31a5apQs7YL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31v6mePe1RL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41togJgvIjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31v6mePe1RL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31a5apQs7YL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41sA3IeEoUL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41togJgvIjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31v6mePe1RL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31v6mePe1RL._SS40_.jpg" "Brown" "Yu&yu Women's Shoed Pointed Toe Flat Heel Flats Shoes More Colors Available" "Amazon.ca" 58 0.499 37.0000000000018
"543" "AVpfqySSilAPnD_xgD2O" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/41uHefzf66L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uHefzf66L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41vtIf-IpwL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ytYjv9RxL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41nEr7EvL-L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41GEr0m35JL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ytzKga43L._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Fuchsia-us5 / Eu35 / Uk3 / Cn34 , Fuchsia-us5 / Eu35 / Uk3 / Cn34" "YuTin Jia" 64 0.599 28.0000000000018
"544" "AVpfQz3RilAPnD_xYYN8" 1 "Others" 108.04 108.04 "https://images-na.ssl-images-amazon.com/images/I/51xZQSLPfOL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51xZQSLPfOL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51TXJIOJtuL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41I9-4DlzAL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41nexuAGYdL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51i-1I9DV8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51oJVJXTifL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Red-us9 / Eu40 / Uk7 / Cn41 , Red-us9 / Eu40 / Uk7 / Cn41" "YuTin Jia" 108 0.599 28.0000000000018
"545" "AVpfR0zgilAPnD_xYs6C" 1 "Others" 51.1 51.1 "https://images-na.ssl-images-amazon.com/images/I/41ZrRcYEMBL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ZrRcYEMBL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41B3BfffD1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41CaLoNQLTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Tuhed3HyL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41eu9GX2f0L._SS40_.jpg" "Other" "Sneed- Women's/kids' Dance Shoes Latin Leatherette/paillette Flat Heel Blue/pink/silver/gold , Silver-us5.5 / Eu36 / Uk3.5 / Cn35 , Silver-us5.5 / Eu36 / Uk3.5 / Cn35" "YuTin Jia" 51 0.599 28.0000000000018
"546" "AVpfr3emLJeJML43B1wB" 1 "Others" 40.7121 40.7121 "http://ecx.images-amazon.com/images/I/31dhloJLR3L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/519mFnUtIuL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/413vRFgfFEL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/519mFnUtIuL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/413vRFgfFEL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/413vRFgfFEL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51TzFMDkb8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/4139Q-i4DLL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51TzFMDkb8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/413vRFgfFEL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/4139Q-i4DLL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31dhloJLR3L._SS40_.jpg" "Brown" "Yu&yu Women's Shoes Flip Flops Low Heel Slippers Casual Shoes More Colors Available" "Amazon.ca" 41 0.499 37.0000000000018
"547" "AVpfr58NLJeJML43B2gQ" 1 "Others" 45.26 45.26 "https://images-na.ssl-images-amazon.com/images/I/41KCzOciJ7L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41KCzOciJ7L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41-Zu5nPovL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Mnxww-z4L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41jhhn6lJ9L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41TsAUNFqDL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41FmlNtLaQL._SS40_.jpg" "Other" "Sneed- Women's Dance Shoes Latin Pu Low Heel (more Colors) , Blue-us13.5 / Eu31 / Uk12.5 Little Kids , Blue-us13.5 / Eu31 / Uk12.5 Little Kids" "YuTin Jia" 45 0.599 28.0000000000018
"548" "AVpfR61-1cnluZ0-htZj" 1 "Others" 52.0271 52.0271 "http://ecx.images-amazon.com/images/I/51%2BmD8%2BbwvL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51srA6JHEDL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51OSKbE6HmL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51y-DBWPZpL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51OSKbE6HmL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51y-DBWPZpL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51OSKbE6HmL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51%2BmD8%2BbwvL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51OSKbE6HmL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51srA6JHEDL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51Aueg8AWAL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51Aueg8AWAL._SS40_.jpg" "Black" "Yu&yu Women's Shoes Chunky Heel Heels/round Toe Oxfords Dress Black/burgundy" "Amazon.ca" 52 0.499 37.0000000000018
"549" "AVpfrB8HilAPnD_xgIoJ" 1 "Others" 52.0271 52.0271 "https://images-na.ssl-images-amazon.com/images/I/411RKIc9BtL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41bx50ge6hL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31xsDAw6MAL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31xsDAw6MAL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41KlQ8WHACL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41hBcOktxgL._SS40_.jpg, http://ecx.images-amazon.com/images/I/411RKIc9BtL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41KlQ8WHACL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31xsDAw6MAL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41bx50ge6hL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31xsDAw6MAL._SS40_.jpg, http://ecx.images-amazon.com/images/I/411Q6KMsF8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/411Q6KMsF8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41hBcOktxgL._SS40_.jpg" "Blue" "Yu&yu Women's Shoes Flat Heel Pointed Toe Loafers Casual Black/blue/brown/burgundy" "Amazon.ca" 52 0.499 37.0000000000018
"550" "AVpfRc9DLJeJML436B_e" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/41ZZ5v0EigL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ZZ5v0EigL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41CL7vfQN0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41OaDrLkIqL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41xiRY1mhTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/412juyxJ3aL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41BM9ntvW%2BL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Pink-us8.5 / Eu39 / Uk6.5 / Cn40 , Pink-us8.5 / Eu39 / Uk6.5 / Cn40" "YuTin Jia" 64 0.599 28.0000000000018
"551" "AVpfRfn4ilAPnD_xYmWF" 1 "Others" 38.69 38.69 "https://images-na.ssl-images-amazon.com/images/I/510c8OLrcWL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/510c8OLrcWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51qIvFAkK%2BL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51tFKm%2B4heL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51FNdyxIazL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51HhtseRNIL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51AlWBUiAUL._SS40_.jpg" "Other" "Sneed- Non Customizable Women's Dance Shoes Latin Satin/paillette Stiletto Heel Black/blue/brown/pink/red/silver/gold/leopard , Leopard-us4-4.5 / Eu34 / Uk2-2.5 / Cn33 , Leopard-us4-4.5 / Eu34 / Uk2-2.5 / Cn33" "YuTin Jia" 39 0.599 28.0000000000018
"552" "AVpfRhUGilAPnD_xYm31" 1 "Others" 28.3751 28.3751 "http://ecx.images-amazon.com/images/I/41t%2BHRM0OBL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41t%2BHRM0OBL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41t%2BHRM0OBL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/413LO27lgkL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41t%2BHRM0OBL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41zyCJ7Mk2L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/413LO27lgkL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41zyCJ7Mk2L._SS40_.jpg" "Prints" "Yu&yu Women's Shoes Flat Heel Pointed Toe Flats Casual Animalprint" "Amazon.ca" 28 0.499 37.0000000000018
"553" "AVpfRI2KilAPnD_xYe5w" 1 "Others" 102.346 102.346 "http://ecx.images-amazon.com/images/I/41FXE%2BEt6mL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41p1ZufAe%2BL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41p1ZufAe%2BL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31BtBK70L2L._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41%2BvO-NALgL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31BtBK70L2L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41FXE%2BEt6mL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41%2BvO-NALgL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ja5hf%2BiSL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41ja5hf%2BiSL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31BtBK70L2L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31BtBK70L2L._SY300_QL70_.jpg" "Brown" "Yu&yu Women's Flat Heel Round Toe Loafers Shoes (more Colors)" "Amazon.ca" 102 0.499 37.0000000000018
