"id" "count" "brand" "price.max" "price.min" "urls" "colors" "name" "Onlinemerchant" "price.avg_USD" "weight_KG" "date_trend"
"99" "AVpe80UhilAPnD_xRl1v" 1 "Others" 71.6349 71.6349 "http://ecx.images-amazon.com/images/I/31gsGHDZn5L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/412R66RUsjL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31TCDLotCDL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51EEsheE0YL._SS40_.jpg, http://ecx.images-amazon.com/images/I/412R66RUsjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31TCDLotCDL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31JEsh7ydVL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51EEsheE0YL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31gsGHDZn5L._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31JEsh7ydVL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31nyC2RSFcL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31gsGHDZn5L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31nyC2RSFcL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31gsGHDZn5L._SS40_.jpg" "White" "Yu&yu Women's Wedge Heel Comfort Loafers Shoes(more Colors)" "Amazon.ca" 72 0.499 37.0000000000018
"100" "AVpe82YQilAPnD_xRmmm" 1 "Others" 62.78 62.78 "https://images-na.ssl-images-amazon.com/images/I/413IWOuzR1L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/413IWOuzR1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41fXF2GdvWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41LqzpTjF3L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41bii8tBv0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41N6Kw-pOWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Z1c-vi-jL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Yellow-us8 / Eu39 / Uk6 / Cn39 , Yellow-us8 / Eu39 / Uk6 / Cn39" "YuTin Jia" 63 0.599 28.0000000000018
"101" "AVpe85N91cnluZ0-aktg" 1 "Others" 77.7742 77.7742 "https://images-na.ssl-images-amazon.com/images/I/31%2BOvYxp-AL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31%2BOvYxp-AL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/414PG3%2Bp6kL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41vpE2rNtFL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/414PG3%2Bp6kL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31%2BOvYxp-AL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31%2BOvYxp-AL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41vpE2rNtFL._SS40_.jpg" "Blue" "Yu&yu Women's Spring and Autumn All-match Platform Wedge Pumps (more Colors)" "Amazon.ca" 78 0.499 37.0000000000018
"102" "AVpe8AqpLJeJML43yutZ" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41CSBW%2BJjjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41aT%2BI97eyL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41VfnebTk0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41M5ax%2BZarL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41p7K5s3UpL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Black-us8 / Eu39 / Uk6 / Cn39 , Black-us8 / Eu39 / Uk6 / Cn39" "YuTin Jia" 64 0.599 28.0000000000018
"103" "AVpe8ciDilAPnD_xRc7L" 1 "Others" 68.9996 68.9996 "http://ecx.images-amazon.com/images/I/41dcMpd9FYL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41QMwyRJYcL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41QMwyRJYcL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51LnQ1hyYqL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41dcMpd9FYL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51Patlxt%2BHL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41JPRCt%2BnTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51Patlxt%2BHL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51Patlxt%2BHL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41n6qAQjsvL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51Patlxt%2BHL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41JPRCt%2BnTL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51LnQ1hyYqL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41n6qAQjsvL._SS40_.jpg" "Black" "Yu&yu Women's Shoes Round Toe Flat Heel Flats Shoes More Colors Available" "Amazon.ca" 69 0.499 37.0000000000018
"104" "AVpe8EBNLJeJML43yv1O" 1 "Others" 45.26 45.26 "https://images-na.ssl-images-amazon.com/images/I/41KCzOciJ7L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41KCzOciJ7L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41-Zu5nPovL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Mnxww-z4L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41jhhn6lJ9L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41TsAUNFqDL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41FmlNtLaQL._SS40_.jpg" "Other" "Sneed- Women's Dance Shoes Latin Pu Low Heel (more Colors) , Blue-us11.5 / Eu29 / Uk10.5 Little Kids , Blue-us11.5 / Eu29 / Uk10.5 Little Kids" "YuTin Jia" 45 0.599 28.0000000000018
"105" "AVpe8FrLilAPnD_xRUyN" 1 "Others" 92.1114 92.1114 "http://ecx.images-amazon.com/images/I/416ZO1OT6LL._SS40_.jpg, http://ecx.images-amazon.com/images/I/410aJVqknrL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/416ZO1OT6LL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41DZ52qEjFL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41PJDL6arcL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/418PM-dJwnL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/410aJVqknrL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41DZ52qEjFL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41PJDL6arcL._SS40_.jpg, http://ecx.images-amazon.com/images/I/418PM-dJwnL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41DZ52qEjFL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41DZ52qEjFL._SY300_QL70_.jpg" "Black" "Yu&yu Women's Shoes Pointed Toe Chunky Heel Oxfords Shoes More Colors Available" "Amazon.ca" 92 0.499 37.0000000000018
"106" "AVpe8HWhLJeJML43yxCj" 1 "Others" 45.26 45.26 "https://images-na.ssl-images-amazon.com/images/I/51%2Bx4zs4u9L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51%2Bx4zs4u9L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/519vpSrXBHL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41nPpXjJJQL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41EDi2KT7IL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41TBMkTO1LL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51ORFgE3ZEL._SS40_.jpg" "Other" "Sneed- Non Customizable Women's Dance Shoes Belly/latin/salsa/samba Leatherette/sparkling Glitter/synthetic Stiletto Heel , Silver-us6-6.5 / Eu38 / Uk5-5.5 / Cn38 , Silver-us6-6.5 / Eu38 / Uk5-5.5 / Cn38" "YuTin Jia" 45 0.599 28.0000000000018
"107" "AVpe8nNU1cnluZ0-aeFk" 1 "Others" 133.0498 133.0498 "https://images-na.ssl-images-amazon.com/images/I/41h2rtzMkRL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41QlCWYt%2BzL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41KQjGWFZ-L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41KQjGWFZ-L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41KQjGWFZ-L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41QlCWYt%2BzL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41KQjGWFZ-L._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41h2rtzMkRL._SS40_.jpg" "Black" "Yu&yu Women's Shoes Round Toe Flat Heel Loafers Shoes" "Amazon.ca" 133 0.499 37.0000000000018
"108" "AVpe8NSmilAPnD_xRXgF" 1 "Others" 27.7327 27.7327 "http://ecx.images-amazon.com/images/I/41RzS0qYRJL._SY300_.jpg, http://ecx.images-amazon.com/images/I/41RzS0qYRJL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41PcJPq-8LL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41PcJPq-8LL._US40_.jpg, http://ecx.images-amazon.com/images/I/41RzS0qYRJL._SY395_QL70_.jpg, http://ecx.images-amazon.com/images/I/41RzS0qYRJL._US40_.jpg" "Other" "Blancho Women Peep Toe Shoes Wedge Sandal" "Amazon.ca" 28 1.1 40.0000000000018
"109" "AVpe8orsilAPnD_xRhdZ" 1 "Others" 98.2507 98.2507 "https://images-na.ssl-images-amazon.com/images/I/315yhCysppL._SS40_.jpg, http://ecx.images-amazon.com/images/I/319VUhX3l4L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Znlswog%2BL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31gw0vROwTL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41NFoG%2BFY6L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41NFoG%2BFY6L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31gw0vROwTL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41Znlswog%2BL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31gw0vROwTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31w1T2BR8AL._SS40_.jpg, http://ecx.images-amazon.com/images/I/315yhCysppL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/319VUhX3l4L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31gw0vROwTL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31w1T2BR8AL._SS40_.jpg" "White" "Yu&yu Women's Shoes Round Toe Chunky Heel Loafers With Split Joint Shoes More Colors Available" "Amazon.ca" 98 0.499 37.0000000000018
"110" "AVpe8RdqLJeJML43y0mk" 1 "Others" 92.1114 92.1114 "https://images-na.ssl-images-amazon.com/images/I/315LA9PEk4L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/315LA9PEk4L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Si6XkPpML._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31%2BazlL8Q1L._SS40_.jpg, http://ecx.images-amazon.com/images/I/315LA9PEk4L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31sFnXxMOPL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31sFnXxMOPL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31%2BazlL8Q1L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Si6XkPpML._SS40_.jpg, http://ecx.images-amazon.com/images/I/315LA9PEk4L._SY300_QL70_.jpg" "Red" "Yu&yu Women's Shoes Round Toe Chunky Heel Oxfords Shoes More Colors Available" "Amazon.ca" 92 0.499 37.0000000000018
"111" "AVpe8S1u1cnluZ0-aWmR" 1 "Others" 93.586 93.586 "http://ecx.images-amazon.com/images/I/418XeiHQfUL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41p-na-DFnL._SS40_.jpg, http://ecx.images-amazon.com/images/I/410GqouDzNL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31g%2BUVVnALL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31g%2BUVVnALL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/410GqouDzNL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41p-na-DFnL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41y5%2BncoApL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41y5%2BncoApL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/418XeiHQfUL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41p-na-DFnL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41p-na-DFnL._SY300_QL70_.jpg" "White" "Yu&yu Women's Genuine Leather Flat Heel Shoes" "Amazon.ca" 94 0.499 37.0000000000018
"112" "AVpe8s9rLJeJML43y-tB" 1 "Others" 71.6349 71.6349 "https://images-na.ssl-images-amazon.com/images/I/41Ia1FiIbDL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31VH17dPYjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ahsEd5UEL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31LVsZ4KjRL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31VH17dPYjL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/415Z6G0v8OL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31kb9QGKH2L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31ahsEd5UEL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31LVsZ4KjRL._SS40_.jpg, http://ecx.images-amazon.com/images/I/415Z6G0v8OL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31kb9QGKH2L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Ia1FiIbDL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41Ia1FiIbDL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Ia1FiIbDL._SY300_QL70_.jpg" "Brown" "Yu&yu Women's Chunky Heels With Hollow-out Shoes(more Colors)" "Amazon.ca" 72 0.499 37.0000000000018
"113" "AVpe8syhLJeJML43y-oj" 1 "Others" 62.78 62.78 "https://images-na.ssl-images-amazon.com/images/I/413IWOuzR1L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/413IWOuzR1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41fXF2GdvWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41LqzpTjF3L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41bii8tBv0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41N6Kw-pOWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Z1c-vi-jL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Almond-us5.5 / Eu36 / Uk3.5 / Cn35 , Almond-us5.5 / Eu36 / Uk3.5 / Cn35" "YuTin Jia" 63 0.599 28.0000000000018
"114" "AVpe8t0o1cnluZ0-agkj" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41CSBW%2BJjjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41aT%2BI97eyL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41VfnebTk0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41M5ax%2BZarL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41p7K5s3UpL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Black-us6 / Eu36 / Uk4 / Cn36 , Black-us6 / Eu36 / Uk4 / Cn36" "YuTin Jia" 64 0.599 28.0000000000018
"115" "AVpe8WTuLJeJML43y2PF" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41CSBW%2BJjjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41aT%2BI97eyL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41VfnebTk0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41M5ax%2BZarL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41p7K5s3UpL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Red-us6 / Eu36 / Uk4 / Cn36 , Red-us6 / Eu36 / Uk4 / Cn36" "YuTin Jia" 64 0.599 28.0000000000018
"116" "AVpe8zYh1cnluZ0-ainU" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/417KbxCy7rL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41CSBW%2BJjjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41aT%2BI97eyL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41VfnebTk0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41M5ax%2BZarL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41p7K5s3UpL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Yellow-us7.5 / Eu38 / Uk5.5 / Cn38 , Yellow-us7.5 / Eu38 / Uk5.5 / Cn38" "YuTin Jia" 64 0.599 28.0000000000018
"117" "AVpe9_q8ilAPnD_xSBDz" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/41uHefzf66L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uHefzf66L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41vtIf-IpwL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ytYjv9RxL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41nEr7EvL-L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41GEr0m35JL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ytzKga43L._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Nude-us6.5-7 / Eu37 / Uk4.5-5 / Cn37 , Nude-us6.5-7 / Eu37 / Uk4.5-5 / Cn37" "YuTin Jia" 64 0.599 28.0000000000018
"118" "AVpe92BLilAPnD_xR9lP" 1 "Others" 194.472 194.472 "http://ecx.images-amazon.com/images/I/41OclljTdhL._SS40_.jpg, http://ecx.images-amazon.com/images/I/413K%2BerdS6L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/413K%2BerdS6L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41LWeSjTW-L._SS40_.jpg, http://ecx.images-amazon.com/images/I/419lPpyNXFL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41OclljTdhL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/419lPpyNXFL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/419lPpyNXFL._SS40_.jpg, http://ecx.images-amazon.com/images/I/419lPpyNXFL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41LWeSjTW-L._SS40_.jpg" "Silver" "Yu&yu Women's Shoes Babihaus Round Toe Wedge Heel Patent Leather Fashion Sneakers Shoes" "Amazon.ca" 194 0.499 37.0000000000018
"119" "AVpe95PailAPnD_xR-xU" 2 "Others" 38.6754 38.6754 "http://ecx.images-amazon.com/images/I/41Uwf9XAFuL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41Uwf9XAFuL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41nSauEyehL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41IFu1UE8rL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31stOMAPHrL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31lvi8C3JNL._SS40_.jpg" "Other" "Pearl Faux Suede Stiletto High Heel Electric Blue Court Shoes Size 6" "ShuWish UK - Ships from UK in 5 - 10 Days" 39 0.998 34.0000000000018
"120" "AVpe97MPLJeJML43zbLn" 1 "Others" 62.78 62.78 "https://images-na.ssl-images-amazon.com/images/I/413IWOuzR1L._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/413IWOuzR1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41fXF2GdvWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41LqzpTjF3L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41bii8tBv0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41N6Kw-pOWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Z1c-vi-jL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Fuchsia-us6 / Eu36 / Uk4 / Cn36 , Fuchsia-us6 / Eu36 / Uk4 / Cn36" "YuTin Jia" 63 0.599 28.0000000000018
"121" "AVpe9CNu1cnluZ0-aoDs" 1 "OOFOS" 39.95 39.95 "https://images-na.ssl-images-amazon.com/images/I/31dBeNJq3ML._SX395_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31dBeNJq3ML._US40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ttXtEt7ZL._US40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Pgvq25QfL._US40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31hy2YtNniL._US40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31SYhc0dTDL._US40_.jpg, https://images-na.ssl-images-amazon.com/images/I/3143Jkf7vUL._US40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31HIGxuse5L._US40_.jpg, http://ecx.images-amazon.com/images/I/41y1SsMX6NL._US40_.jpg, http://ecx.images-amazon.com/images/I/31iAQHpt9NL._US40_.jpg, http://ecx.images-amazon.com/images/I/31fzp7uKlVL._US40_.jpg, http://ecx.images-amazon.com/images/I/31pMSE8pNfL._US40_.jpg, http://ecx.images-amazon.com/images/I/418joJabf6L._US40_.jpg, http://ecx.images-amazon.com/images/I/41obMcckhpL._US40_.jpg, http://ecx.images-amazon.com/images/I/51QyqYkGVNL._US40_.jpg, http://ecx.images-amazon.com/images/I/31MucsVYuIL._US40_.jpg, http://ecx.images-amazon.com/images/I/318vkkm%2BN1L._US40_.jpg, http://ecx.images-amazon.com/images/I/41m1M669OKL._US40_.jpg, http://ecx.images-amazon.com/images/I/31biFEy-n3L._US40_.jpg, http://ecx.images-amazon.com/images/I/31pMSE8pNfL._SX395_QL70_.jpg, http://ecx.images-amazon.com/images/I/51W2Zdvfe0L._US40_.jpg, http://ecx.images-amazon.com/images/I/31qwhsoGUjL._US40_.jpg, http://ecx.images-amazon.com/images/I/31qwhsoGUjL._SX395_QL70_.jpg, http://ecx.images-amazon.com/images/I/315rLlWQ7KL._US40_.jpg" "Blue" "Oofos Unisex Ooahh Slide Sandal" "" 40 0.2 35.0000000000009
